,id,text,creator_id,created_on,language_id,activity_id,score,label
1928855,2679975,Clarion is a kind of programming language,24884,2010-06-13 02:33:40.409092-04,en,40.0,1.0,0
1928858,2679976,Clean is a kind of programming language,24884,2010-06-13 02:33:40.823068-04,en,40.0,1.0,0
1928861,2679977,Clipper is a kind of programming language,24884,2010-06-13 02:33:41.314492-04,en,40.0,1.0,0
1928902,2679978,Clojure is a kind of programming language,24884,2010-06-13 02:33:47.37039-04,en,40.0,1.0,0
1930381,2573198,a man is a kind of a psychologist.,35348,2009-11-03 12:41:14.84127-05,en,40.0,1.0,0
1930799,2679979,CHIP-8 is a kind of programming language,24884,2010-06-13 02:34:31.040845-04,en,40.0,1.0,0
1930803,2679980,chomski is a kind of programming language,24884,2010-06-13 02:34:38.38662-04,en,40.0,1.0,0
1931151,2679981,CICS is a kind of programming language,24884,2010-06-13 02:35:33.699868-04,en,40.0,1.0,0
1931155,2679982,Cilk is a kind of programming language,24884,2010-06-13 02:35:33.68894-04,en,40.0,1.0,0
1932095,2679983,CL is a kind of programming language,24884,2010-06-13 02:35:42.573606-04,en,40.0,1.0,0
1935483,2575573,a spade is a kind of tool,35457,2009-11-04 15:30:02.718087-05,en,40.0,1.0,0
1935490,2575575,emotion is a kind of thought,35457,2009-11-04 15:32:01.183814-05,en,40.0,1.0,0
1935659,2575583,Java is a kind of programming language,35366,2009-11-05 06:55:25.145774-05,en,40.0,1.0,0
1935738,2575584,Oak is a kind of tree,35366,2009-11-05 06:58:07.292689-05,en,40.0,1.0,0
1935818,2575586,A car is a kind of vehicle,35366,2009-11-05 14:17:51.135146-05,en,40.0,1.0,0
1935821,2575587,Firefox is a kind of web browser,35366,2009-11-05 14:19:35.022339-05,en,40.0,1.0,0
1938708,2575630,ice is a kind of a drink.,35483,2009-11-11 13:55:43.594143-05,en,40.0,1.0,0
1938786,2575632,ABB is a kind of Company,35477,2009-11-11 14:17:47.630667-05,en,40.0,1.0,0
1938789,2575633,University is a kind of School,35477,2009-11-11 14:18:18.760663-05,en,40.0,1.0,0
1938980,1819098,bagels is a kind of food that provides grains,6348,2009-04-14 16:31:37.798445-04,en,41.0,1.0,0
1939403,2575654,A cot is a kind of bed,35500,2009-11-14 13:27:21.138886-05,en,40.0,1.0,0
1939939,2575661,A repair shop is a kind of a place.,35500,2009-11-14 13:44:55.744207-05,en,40.0,1.0,0
1940241,2575666,TFZ is a kind of internet's forum,35510,2009-11-16 17:52:41.608673-05,en,40.0,1.0,0
1940320,2575667,Fefe is a kind of Fernet's God,35510,2009-11-16 17:53:44.104035-05,en,40.0,1.0,0
1940398,2575668,Pija is a kind of Penis,35510,2009-11-16 17:54:08.709403-05,en,40.0,1.0,0
1940474,2575669,Merca is a kind of Cocaine,35510,2009-11-16 17:54:33.679266-05,en,40.0,1.0,0
1940625,2575671,TFZ is a kind of safe place in your unsafe world,35510,2009-11-16 17:57:04.975192-05,en,40.0,1.0,0
1940774,2575673,T'ja is a kind of your mom,35510,2009-11-16 17:59:25.933549-05,en,40.0,1.0,0
1940929,2575675,Kabuto is a kind of communist,35510,2009-11-16 18:00:56.628551-05,en,40.0,1.0,0
1941009,2575676,Communist is a kind of commie,35510,2009-11-16 18:01:15.256281-05,en,40.0,1.0,0
1941093,2575681,Vincent is a kind of EPIC WIN,35510,2009-11-16 18:04:51.434777-05,en,40.0,1.0,0
1941095,2575682,EPIC WIN is a kind of EPIC,35510,2009-11-16 18:05:39.180167-05,en,40.0,1.0,0
1941121,2575686,FAP is a kind of masturbation,35510,2009-11-16 18:07:09.260829-05,en,40.0,1.0,0
1941126,2575688,Loli is a kind of basic need,35510,2009-11-16 18:08:01.131387-05,en,40.0,1.0,0
1941128,2680034,A secretary bird is a kind of bird,393,2010-06-15 01:44:07.030339-04,en,40.0,1.0,0
1941129,2575689,loli is a kind of underaged female,35510,2009-11-16 18:08:24.91198-05,en,40.0,1.0,0
1941132,2680035,A Eurasian eagle owl is a kind of owl,393,2010-06-15 01:45:08.909799-04,en,40.0,1.0,0
1941135,2575691,Gato Gris is a kind of Lulz delivery,35510,2009-11-16 18:10:23.425927-05,en,40.0,1.0,0
1941143,2575692,lulz is a kind of fun,35510,2009-11-16 18:10:43.609289-05,en,40.0,1.0,0
1941363,2575695,pr0n is a kind of lolicon,35510,2009-11-16 18:13:20.097541-05,en,40.0,1.0,0
1941447,1818615,a shark is a kind of fish,6348,2009-04-14 16:29:11.657556-04,en,41.0,1.0,0
1941547,2592126,Prickly is a kind of sensation,36852,2010-01-30 21:57:52.528191-05,en,40.0,1.0,0
1941551,2592129,Itchy is a kind of sensation,36852,2010-01-30 21:58:35.228748-05,en,40.0,1.0,0
1941554,2592131,Tingling is a kind of sensation,36852,2010-01-30 21:59:34.940678-05,en,40.0,1.0,0
1941557,2592133,Stinging is a kind of sensation,36852,2010-01-30 21:59:55.869795-05,en,40.0,1.0,0
1941642,2592140,warmth is a kind of sensation,36852,2010-01-30 22:03:15.829668-05,en,40.0,1.0,0
1941646,2592142,pain is a kind of sensation,36852,2010-01-30 22:03:38.957434-05,en,40.0,1.0,0
1941650,2592146,fullness is a kind of sensation,36852,2010-01-30 22:05:08.728923-05,en,40.0,1.0,0
1941654,2592148,numbness is a kind of sensation,36852,2010-01-30 22:05:28.181886-05,en,40.0,1.0,0
1941655,2680045,yellow is a kind of color,38342,2010-06-15 12:10:25.913751-04,en,40.0,1.0,0
1941658,2592150,hunger is a kind of sensation,36852,2010-01-30 22:05:59.224249-05,en,40.0,1.0,0
1941659,2680046,banana is a kind of fruit,38342,2010-06-15 12:13:04.884186-04,en,40.0,1.0,0
1941660,2575706,win is a kind of epic fail delayed,35510,2009-11-16 18:22:36.444538-05,en,40.0,1.0,0
1941662,2592155,smooth is a kind of sensation,36852,2010-01-30 22:07:50.083868-05,en,40.0,1.0,0
1941663,2680047,cherry is a kind of fruit,38342,2010-06-15 12:13:51.000421-04,en,40.0,1.0,0
1941664,2575707,lolis is a kind of loli,35510,2009-11-16 18:24:37.866121-05,en,40.0,1.0,0
1941666,2592157,rough is a kind of sensation,36852,2010-01-30 22:08:05.821819-05,en,40.0,1.0,0
1941667,2680048,lemon is a kind of fruit,38342,2010-06-15 12:14:16.078111-04,en,40.0,1.0,0
1941668,2575708,girls is a kind of loli,35510,2009-11-16 18:24:47.476284-05,en,40.0,1.0,0
1941670,2592159,pressure is a kind of sensation,36852,2010-01-30 22:08:38.756443-05,en,40.0,1.0,0
1941671,2680049,lime is a kind of fruit,38342,2010-06-15 12:14:35.623251-04,en,40.0,1.0,0
1941672,2575709,underaged female is a kind of girl,35510,2009-11-16 18:25:35.211894-05,en,40.0,1.0,0
1941674,2592163,pinched is a kind of sensation,36852,2010-01-30 22:10:11.38878-05,en,40.0,1.0,0
1941675,2680050,strawberry is a kind of fruit,38342,2010-06-15 12:14:55.6048-04,en,40.0,1.0,0
1941678,2592166,planetismal is a kind of astronomical object,36852,2010-01-30 22:11:05.57847-05,en,40.0,1.0,0
1941679,2680051,raspberry is a kind of fruit,38342,2010-06-15 12:15:15.080317-04,en,40.0,1.0,0
1941682,2592170,asteroid is a kind of astronomical object,36852,2010-01-30 22:12:35.293325-05,en,40.0,1.0,0
1941683,2680052,blackberry is a kind of fruit,38342,2010-06-15 12:15:28.431796-04,en,40.0,1.0,0
1941686,2592172,brown dwarf is a kind of astronomical object,36852,2010-01-30 22:13:10.00038-05,en,40.0,1.0,0
1941687,2680053,orange is a kind of fruit,38342,2010-06-15 12:15:38.573918-04,en,40.0,1.0,0
1941690,2592174,black hole is a kind of astronomical object,36852,2010-01-30 22:13:28.735888-05,en,40.0,1.0,0
1941691,2680054,grapefruit is a kind of fruit,38342,2010-06-15 12:15:55.843235-04,en,40.0,1.0,0
1941694,2592175,quasar is a kind of astronomical object,36852,2010-01-30 22:13:42.000917-05,en,40.0,1.0,0
1941695,2680055,watermelon is a kind of fruit,38342,2010-06-15 12:16:09.097969-04,en,40.0,1.0,0
1941698,2592177,proto-star is a kind of astronomical object,36852,2010-01-30 22:14:03.848442-05,en,40.0,1.0,0
1941699,2680056,peach is a kind of fruit,38342,2010-06-15 12:16:19.688724-04,en,40.0,1.0,0
1941700,2575716,Gato Gris is a kind of Yiffin' machine,35510,2009-11-16 23:51:15.096272-05,en,40.0,1.0,0
1941702,2592179,spiral arm is a kind of astronomical object,36852,2010-01-30 22:14:31.697411-05,en,40.0,1.0,0
1941703,2680057,pear is a kind of fruit,38342,2010-06-15 12:16:32.814936-04,en,40.0,1.0,0
1941704,2575717,A Yiffin' machine is a kind of PERVERT,35510,2009-11-16 23:52:25.737985-05,en,40.0,1.0,0
1941706,2592181,molecular cloud is a kind of astronomical object,36852,2010-01-30 22:15:07.9253-05,en,40.0,1.0,0
1941707,2680058,apple is a kind of fruit,38342,2010-06-15 12:16:45.404638-04,en,40.0,1.0,0
1941708,2575718,safe place in your unsafe world is a kind of INTERNET,35510,2009-11-16 23:53:16.897165-05,en,40.0,1.0,0
1941710,2592183,heliosphere is a kind of astronomical object,36852,2010-01-30 22:15:31.557133-05,en,40.0,1.0,0
1941711,2680059,plum is a kind of fruit,38342,2010-06-15 12:16:56.594614-04,en,40.0,1.0,0
1941713,2592187,corona is a kind of astronomical object,36852,2010-01-30 22:16:37.04043-05,en,40.0,1.0,0
1941714,2680060,grape is a kind of fruit,38342,2010-06-15 12:17:13.67451-04,en,40.0,1.0,0
1941716,2592189,globular cluster is a kind of astronomical object,36852,2010-01-30 22:16:59.748302-05,en,40.0,1.0,0
1941717,2680061,raisin is a kind of fruit,38342,2010-06-15 12:17:21.004588-04,en,40.0,1.0,0
1941719,2592191,open cluster is a kind of astronomical object,36852,2010-01-30 22:17:21.573459-05,en,40.0,1.0,0
1941720,2680062,artichoke is a kind of vegetable,38342,2010-06-15 12:17:37.603127-04,en,40.0,1.0,0
1941723,2592192,supernova is a kind of astronomical object,36852,2010-01-30 22:17:37.177041-05,en,40.0,1.0,0
1941724,2680063,asparagus is a kind of vegetable,38342,2010-06-15 12:17:50.447706-04,en,40.0,1.0,0
1941727,2592196,minor planet is a kind of astronomical object,36852,2010-01-30 22:18:59.504514-05,en,40.0,1.0,0
1941728,2680064,eggplant is a kind of vegetable,38342,2010-06-15 12:18:00.773045-04,en,40.0,1.0,0
1941731,2592197,comet is a kind of astronomical object,36852,2010-01-30 22:19:12.576725-05,en,40.0,1.0,0
1941732,2680065,carrot is a kind of vegetable,38342,2010-06-15 12:18:10.803301-04,en,40.0,1.0,0
1941735,2592199,gas giant is a kind of astronomical object,36852,2010-01-30 22:19:41.614436-05,en,40.0,1.0,0
1941736,2680066,celery is a kind of vegetable,38342,2010-06-15 12:18:20.460289-04,en,40.0,1.0,0
1941737,2575726,tree is a kind of plant,35512,2009-11-17 06:45:02.921458-05,en,40.0,1.0,0
1941739,2592202,solar wind is a kind of astronomical object,36852,2010-01-30 22:20:18.784071-05,en,40.0,1.0,0
1941740,2680067,mushroom is a kind of vegetable,38342,2010-06-15 12:18:31.616387-04,en,40.0,1.0,0
1941741,2575727,slug is a kind of food,35512,2009-11-17 06:45:22.893102-05,en,40.0,1.0,0
1941743,2592204,galaxy is a kind of astronomical object,36852,2010-01-30 22:20:52.454254-05,en,40.0,1.0,0
1941744,2680068,cauliflower is a kind of vegetable,38342,2010-06-15 12:18:51.760703-04,en,40.0,1.0,0
1941747,2592206,galactic cluster is a kind of astronomical object,36852,2010-01-30 22:21:21.848637-05,en,40.0,1.0,0
1941748,2680069,cucumber is a kind of vegetable,38342,2010-06-15 12:19:04.955605-04,en,40.0,1.0,0
1941751,2592211,moon is a kind of astronomical object,36852,2010-01-30 22:22:41.856257-05,en,40.0,1.0,0
1941752,2680070,spinach is a kind of vegetable,38342,2010-06-15 12:19:19.832173-04,en,40.0,1.0,0
1941755,2592213,planetary ring is a kind of astronomical object,36852,2010-01-30 22:23:42.893064-05,en,40.0,1.0,0
1941756,2680071,bean is a kind of vegetable,38342,2010-06-15 12:19:43.799379-04,en,40.0,1.0,0
1941760,2680072,lettuce is a kind of vegetable,38342,2010-06-15 12:20:04.277064-04,en,40.0,1.0,0
1941763,2592217,impact basin is a kind of astronomical object,36852,2010-01-30 22:24:32.671722-05,en,40.0,1.0,0
1941764,2680073,onion is a kind of vegetable,38342,2010-06-15 12:20:19.196847-04,en,40.0,1.0,0
1941780,2680074,corn is a kind of vegetable,38342,2010-06-15 12:20:31.830005-04,en,40.0,1.0,0
1941784,2680075,peas is a kind of vegetable,38342,2010-06-15 12:20:53.372478-04,en,40.0,1.0,0
1941788,2680076,potato is a kind of vegetable,38342,2010-06-15 12:21:10.212793-04,en,40.0,1.0,0
1941792,2680077,radish is a kind of vegetable,38342,2010-06-15 12:21:28.756403-04,en,40.0,1.0,0
1941811,2680078,tomato is a kind of vegetable,38342,2010-06-15 12:21:38.680544-04,en,40.0,1.0,0
1941815,2680079,steak is a kind of meat,38342,2010-06-15 12:22:00.736131-04,en,40.0,1.0,0
1941819,2680080,lamb is a kind of meat,38342,2010-06-15 12:22:12.859356-04,en,40.0,1.0,0
1941823,2680081,turkey is a kind of meat,38342,2010-06-15 12:22:23.883012-04,en,40.0,1.0,0
1941827,2680082,snails is a kind of seafood,38342,2010-06-15 12:22:45.595084-04,en,40.0,1.0,0
1941831,2680083,ham is a kind of meat,38342,2010-06-15 12:22:59.014721-04,en,40.0,1.0,0
1941835,2680084,rabbit is a kind of meat,38342,2010-06-15 12:23:10.243345-04,en,40.0,1.0,0
1941934,2680085,fish is a kind of seafood,38342,2010-06-15 12:23:22.540312-04,en,40.0,1.0,0
1941938,2680086,pork is a kind of meat,38342,2010-06-15 12:23:35.969421-04,en,40.0,1.0,0
1941942,2680087,chicken is a kind of meat,38342,2010-06-15 12:23:48.895461-04,en,40.0,1.0,0
1941946,2680088,roast beef is a kind of meat,38342,2010-06-15 12:23:59.514124-04,en,40.0,1.0,0
1941950,2680089,sausage is a kind of meat,38342,2010-06-15 12:24:08.819709-04,en,40.0,1.0,0
1941954,2680090,veal is a kind of meat,38342,2010-06-15 12:24:20.149844-04,en,40.0,1.0,0
1942001,2680091,breakfast is a kind of meal,38342,2010-06-15 12:24:48.972821-04,en,40.0,1.0,0
1942005,2680092,lunch is a kind of meal,38342,2010-06-15 12:25:01.338799-04,en,40.0,1.0,0
1942009,2680093,dinner is a kind of meal,38342,2010-06-15 12:25:10.519444-04,en,40.0,1.0,0
1942013,2680094,snack is a kind of meal,38342,2010-06-15 12:25:22.786054-04,en,40.0,1.0,0
1942017,2680095,appetizer is a kind of course,38342,2010-06-15 12:25:37.834994-04,en,40.0,1.0,0
1942021,2680096,soup is a kind of course,38342,2010-06-15 12:25:52.017638-04,en,40.0,1.0,0
1942025,2680097,entree is a kind of course,38342,2010-06-15 12:26:04.113915-04,en,40.0,1.0,0
1942029,2680098,salad is a kind of course,38342,2010-06-15 12:26:14.595779-04,en,40.0,1.0,0
1942106,2680099,dessert is a kind of course,38342,2010-06-15 12:26:24.174675-04,en,40.0,1.0,0
1942110,2680100,restaurant is a kind of venue,38342,2010-06-15 12:26:35.705517-04,en,40.0,1.0,0
1942114,2680101,dining room is a kind of room,38342,2010-06-15 12:26:51.606107-04,en,40.0,1.0,0
1942118,2680102,kitchen is a kind of room,38342,2010-06-15 12:27:03.484106-04,en,40.0,1.0,0
1942271,2680103,jam is a kind of food,38342,2010-06-15 12:27:23.545955-04,en,40.0,1.0,0
1942275,2680104,croissant is a kind of bread,38342,2010-06-15 12:27:37.228425-04,en,40.0,1.0,0
1942279,2680105,flour is a kind of grain,38342,2010-06-15 12:28:13.86888-04,en,40.0,1.0,0
1942283,2680106,maize is a kind of grain,38342,2010-06-15 12:28:37.054135-04,en,40.0,1.0,0
1942287,2680107,rice is a kind of grain,38342,2010-06-15 12:28:58.150133-04,en,40.0,1.0,0
1942291,2680108,wheat is a kind of grain,38342,2010-06-15 12:29:10.598621-04,en,40.0,1.0,0
1942295,2680109,barley is a kind of grain,38342,2010-06-15 12:29:22.891676-04,en,40.0,1.0,0
1942299,2680110,sorghum is a kind of grain,38342,2010-06-15 12:29:44.895618-04,en,40.0,1.0,0
1942303,2680111,millet is a kind of grain,38342,2010-06-15 12:29:53.897977-04,en,40.0,1.0,0
1942307,2680112,oats is a kind of grain,38342,2010-06-15 12:30:06.70004-04,en,40.0,1.0,0
1942311,2680113,rye is a kind of grain,38342,2010-06-15 12:30:21.177289-04,en,40.0,1.0,0
1942315,2680114,buckwheat is a kind of grain,38342,2010-06-15 12:30:33.568706-04,en,40.0,1.0,0
1942320,2680115,mayonnaise is a kind of condiment,38342,2010-06-15 12:31:29.56676-04,en,40.0,1.0,0
1942401,2680116,mustard is a kind of condiment,38342,2010-06-15 12:31:38.565678-04,en,40.0,1.0,0
1942405,2680117,pickles is a kind of condiment,38342,2010-06-15 12:31:51.420129-04,en,40.0,1.0,0
1943247,2680118,relish is a kind of condiment,38342,2010-06-15 12:31:58.743101-04,en,40.0,1.0,0
1943248,2575794,A mandolin is a kind of an instrument of music.,12855,2009-11-17 10:20:38.919889-05,en,40.0,1.0,0
1943322,2680119,egg is a kind of food,38342,2010-06-15 12:32:20.133117-04,en,40.0,1.0,0
1943325,2593554,A feed-in tariff is a kind of policy mechanism,393,2010-01-31 09:35:44.37778-05,en,40.0,1.0,0
1943326,2680120,bread is a kind of food,38342,2010-06-15 12:32:29.814865-04,en,40.0,1.0,0
1943330,2680121,toast is a kind of bread,38342,2010-06-15 12:32:38.534219-04,en,40.0,1.0,0
1943780,2680122,pasta is a kind of food,38342,2010-06-15 12:32:51.039272-04,en,40.0,1.0,0
1944079,2680123,pepper is a kind of seasoning,38342,2010-06-15 12:33:19.845373-04,en,40.0,1.0,0
1946018,2680124,salt is a kind of seasoning,38342,2010-06-15 12:33:28.800952-04,en,40.0,1.0,0
1946098,2680125,buttermilk is a kind of dairy,38342,2010-06-15 12:35:10.329681-04,en,40.0,1.0,0
1946102,2680126,butter is a kind of dairy,38342,2010-06-15 12:35:19.064506-04,en,40.0,1.0,0
1946106,2680127,cream is a kind of dairy,38342,2010-06-15 12:35:26.701998-04,en,40.0,1.0,0
1946110,2680128,cheese is a kind of dairy,38342,2010-06-15 12:35:35.113089-04,en,40.0,1.0,0
1946256,2680129,cream cheese is a kind of dairy,38342,2010-06-15 12:35:44.642507-04,en,40.0,1.0,0
1946708,2680130,ice cream is a kind of dairy,38342,2010-06-15 12:35:53.732349-04,en,40.0,1.0,0
1947158,2680131,milk is a kind of dairy,38342,2010-06-15 12:36:02.028816-04,en,40.0,1.0,0
1947185,2680132,yogurt is a kind of dairy,38342,2010-06-15 12:36:09.928511-04,en,40.0,1.0,0
1947238,2680133,cookie is a kind of dessert,38342,2010-06-15 12:36:29.942985-04,en,40.0,1.0,0
1947365,2680134,candy is a kind of dessert,38342,2010-06-15 12:36:40.308656-04,en,40.0,1.0,0
1947535,2680135,chocolate is a kind of dessert,38342,2010-06-15 12:36:48.854506-04,en,40.0,1.0,0
1947891,2680136,flan is a kind of dessert,38342,2010-06-15 12:36:58.343014-04,en,40.0,1.0,0
1948042,2680137,cheese is a kind of dessert,38342,2010-06-15 12:37:09.710526-04,en,40.0,1.0,0
1948070,2680138,fruit is a kind of dessert,38342,2010-06-15 12:37:45.277236-04,en,40.0,1.0,0
1948365,2575910,key is a kind of thing,26163,2009-11-18 02:45:46.174029-05,en,40.0,1.0,0
1948823,2680139,cake is a kind of dessert,38342,2010-06-15 12:37:53.970127-04,en,40.0,1.0,0
1948848,2575927,Toy car is a kind of a toy.,35522,2009-11-18 05:38:15.835664-05,en,40.0,1.0,0
1949001,2680140,ice cream is a kind of dessert,38342,2010-06-15 12:38:04.39314-04,en,40.0,1.0,0
1949081,2680141,mousse is a kind of dessert,38342,2010-06-15 12:38:19.564313-04,en,40.0,1.0,0
1949085,2680142,pie is a kind of dessert,38342,2010-06-15 12:38:29.219778-04,en,40.0,1.0,0
1949089,2680143,stove is a kind of appliance,38342,2010-06-15 12:39:23.256964-04,en,40.0,1.0,0
1949122,2680144,dishwasher is a kind of appliance,38342,2010-06-15 12:39:55.023628-04,en,40.0,1.0,0
1949126,2680145,dryer is a kind of appliance,38342,2010-06-15 12:40:07.127629-04,en,40.0,1.0,0
1949130,2680146,refrigerator is a kind of appliance,38342,2010-06-15 12:40:18.624768-04,en,40.0,1.0,0
1949134,2680147,freezer is a kind of appliance,38342,2010-06-15 12:40:26.520854-04,en,40.0,1.0,0
1949138,2680148,washing machine is a kind of appliance,38342,2010-06-15 12:40:51.064257-04,en,40.0,1.0,0
1949142,2680149,microwave is a kind of appliance,38342,2010-06-15 12:41:02.300857-04,en,40.0,1.0,0
1949145,2599338,Dragon is a kind of animal,36541,2010-02-02 10:10:37.95449-05,en,40.0,1.0,0
1949146,2680150,toaster is a kind of appliance,38342,2010-06-15 12:41:12.346596-04,en,40.0,1.0,0
1949156,2680151,desk is a kind of furniture,38342,2010-06-15 12:41:32.101386-04,en,40.0,1.0,0
1949178,2680152,chair is a kind of furniture,38342,2010-06-15 12:41:48.282381-04,en,40.0,1.0,0
1949182,2680153,lamp is a kind of furniture,38342,2010-06-15 12:41:58.970881-04,en,40.0,1.0,0
1949186,2680154,bookshelf is a kind of furniture,38342,2010-06-15 12:42:18.442245-04,en,40.0,1.0,0
1949190,2680155,couch is a kind of furniture,38342,2010-06-15 12:42:29.485296-04,en,40.0,1.0,0
1949194,2680156,loveseat is a kind of furniture,38342,2010-06-15 12:42:38.784204-04,en,40.0,1.0,0
1949230,2680157,table is a kind of furniture,38342,2010-06-15 12:42:50.6085-04,en,40.0,1.0,0
1949234,2680158,ottoman is a kind of furniture,38342,2010-06-15 12:43:13.550784-04,en,40.0,1.0,0
1949238,2680159,bed is a kind of furniture,38342,2010-06-15 12:44:26.969235-04,en,40.0,1.0,0
1949242,2680160,dresser is a kind of furniture,38342,2010-06-15 12:44:39.29778-04,en,40.0,1.0,0
1949246,2680161,bathtub is a kind of plumbing fixture,38342,2010-06-15 12:46:10.447632-04,en,40.0,1.0,0
1949250,2680162,sink is a kind of plumbing fixture,38342,2010-06-15 12:46:17.795677-04,en,40.0,1.0,0
1949282,2680163,toilet is a kind of plumbing fixture,38342,2010-06-15 12:46:27.122384-04,en,40.0,1.0,0
1949286,2680164,urinal is a kind of plumbing fixture,38342,2010-06-15 12:46:45.617745-04,en,40.0,1.0,0
1949290,2680165,shower is a kind of plumbing fixture,38342,2010-06-15 12:46:56.732393-04,en,40.0,1.0,0
1949294,2680166,bidet is a kind of plumbing fixture,38342,2010-06-15 12:47:10.556784-04,en,40.0,1.0,0
1949298,2680167,ceiling is a kind of surface,38342,2010-06-15 12:48:57.924936-04,en,40.0,1.0,0
1949302,2680168,floor is a kind of surface,38342,2010-06-15 12:49:07.561558-04,en,40.0,1.0,0
1949362,2680169,wall is a kind of surface,38342,2010-06-15 12:49:14.202846-04,en,40.0,1.0,0
1949366,2680170,basketball is a kind of sport,38342,2010-06-15 12:50:46.461576-04,en,40.0,1.0,0
1949604,2680171,biking is a kind of sport,38342,2010-06-15 12:50:56.757201-04,en,40.0,1.0,0
1949608,2680172,chess is a kind of game,38342,2010-06-15 12:53:05.965056-04,en,40.0,1.0,0
1949612,2680173,football is a kind of sport,38342,2010-06-15 12:54:22.108159-04,en,40.0,1.0,0
1949616,2680174,hiking is a kind of activity,38342,2010-06-15 12:54:45.581288-04,en,40.0,1.0,0
1949620,2680175,hockey is a kind of sport,38342,2010-06-15 12:54:58.83278-04,en,40.0,1.0,0
1949624,2680176,hunting is a kind of activity,38342,2010-06-15 12:55:12.284373-04,en,40.0,1.0,0
1949628,2680177,jogging is a kind of activity,38342,2010-06-15 12:55:23.07339-04,en,40.0,1.0,0
1949631,2680178,sailing is a kind of sport,38342,2010-06-15 12:55:36.3283-04,en,40.0,1.0,0
1949632,2575986,a lecturer is a kind of human,35513,2009-11-18 08:58:55.424633-05,en,40.0,1.0,0
1949635,2680179,skiing is a kind of sport,38342,2010-06-15 12:55:46.20764-04,en,40.0,1.0,0
1949638,2680180,soccer is a kind of sport,38342,2010-06-15 12:55:55.626012-04,en,40.0,1.0,0
1949641,2680181,swimming is a kind of sport,38342,2010-06-15 12:56:05.200416-04,en,40.0,1.0,0
1949645,2680182,tennis is a kind of sport,38342,2010-06-15 12:56:15.966289-04,en,40.0,1.0,0
1949679,2680183,wrestling is a kind of sport,38342,2010-06-15 12:56:23.409868-04,en,40.0,1.0,0
1949683,2680184,angry is a kind of emotion,38342,2010-06-15 12:57:01.952995-04,en,40.0,1.0,0
1949686,2599730,pizza is a kind of food,36955,2010-02-02 13:06:23.689231-05,en,40.0,1.0,0
1949687,2680185,bored is a kind of mood,38342,2010-06-15 12:57:18.477052-04,en,40.0,1.0,0
1949691,2680186,annoyed is a kind of emotion,38342,2010-06-15 12:57:27.849424-04,en,40.0,1.0,0
1949695,2680187,calm is a kind of mood,38342,2010-06-15 12:57:36.549606-04,en,40.0,1.0,0
1949699,2680188,confident is a kind of mood,38342,2010-06-15 12:57:45.54078-04,en,40.0,1.0,0
1949702,2599737,a macbook is a kind of laptop,36955,2010-02-02 13:08:00.685417-05,en,40.0,1.0,0
1949703,2680189,confused is a kind of mood,38342,2010-06-15 12:57:57.709159-04,en,40.0,1.0,0
1949707,2680190,delighted is a kind of mood,38342,2010-06-15 12:58:16.523325-04,en,40.0,1.0,0
1949711,2680191,distressed is a kind of mood,38342,2010-06-15 12:58:25.511325-04,en,40.0,1.0,0
1949715,2680192,shame is a kind of emotion,38342,2010-06-15 12:58:43.680945-04,en,40.0,1.0,0
1949719,2680193,happy is a kind of emotion,38342,2010-06-15 12:59:00.288047-04,en,40.0,1.0,0
1949723,2680194,lonely is a kind of emotion,38342,2010-06-15 12:59:17.61266-04,en,40.0,1.0,0
1949727,2680195,nervous is a kind of emotion,38342,2010-06-15 12:59:26.134486-04,en,40.0,1.0,0
1949731,2680196,sad is a kind of emotion,38342,2010-06-15 12:59:35.211234-04,en,40.0,1.0,0
1949735,2680197,scared is a kind of emotion,38342,2010-06-15 12:59:42.698201-04,en,40.0,1.0,0
1949739,2680198,tired is a kind of mood,38342,2010-06-15 12:59:54.557186-04,en,40.0,1.0,0
1949743,2680199,worried is a kind of mood,38342,2010-06-15 13:00:05.69509-04,en,40.0,1.0,0
1950065,2680200,hair is a kind of organ,38342,2010-06-15 15:35:55.079799-04,en,40.0,1.0,0
1950343,2680201,head is a kind of body part,38342,2010-06-15 15:36:42.061159-04,en,40.0,1.0,0
1950347,2680202,face is a kind of body part,38342,2010-06-15 15:36:53.381678-04,en,40.0,1.0,0
1950350,2600322,An explosive is a kind of weapon.,36952,2010-02-03 04:14:43.545256-05,en,40.0,1.0,0
1950351,2680203,eye is a kind of body part,38342,2010-06-15 15:37:04.75907-04,en,40.0,1.0,0
1950355,2680204,eye is a kind of organ,38342,2010-06-15 15:37:15.181889-04,en,40.0,1.0,0
1950704,2680205,nose is a kind of body part,38342,2010-06-15 15:37:38.48383-04,en,40.0,1.0,0
1950773,2680206,cheek is a kind of body part,38342,2010-06-15 15:37:47.739701-04,en,40.0,1.0,0
1951487,2680207,mouth is a kind of body part,38342,2010-06-15 15:38:00.438355-04,en,40.0,1.0,0
1951555,2576075,a temple is a kind of a place.,25904,2009-11-19 00:59:41.342254-05,en,40.0,1.0,0
1951748,2680208,lip is a kind of body part,38342,2010-06-15 15:38:13.382997-04,en,40.0,1.0,0
1952391,2680209,tooth is a kind of body part,38342,2010-06-15 15:38:23.430408-04,en,40.0,1.0,0
1952707,2680210,ear is a kind of body part,38342,2010-06-15 15:38:30.569392-04,en,40.0,1.0,0
1953015,2680211,neck is a kind of body part,38342,2010-06-15 15:38:40.937271-04,en,40.0,1.0,0
